EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
959420	Aluminum carbonate	0	530.11	Reflux esophagitis	44820924	Reflux esophagitis
959420	Aluminum carbonate	0	530.81	Esophageal reflux	44822019	Esophageal reflux
959420	Aluminum carbonate	0	531	Gastric ulcer	44824313	Gastric ulcer
959420	Aluminum carbonate	0	531.90	Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction	44819780	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
959420	Aluminum carbonate	0	532	Duodenal ulcer	44833634	Duodenal ulcer
959420	Aluminum carbonate	0	532.90	Duodenal ulcer; unspecified as acute or chronic; without hemorrhage or perforation; without mention of obstruction	44833637	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction
959420	Aluminum carbonate	0	536.8	Dyspepsia and other specified disorders of function of stomach	44837165	Dyspepsia and other specified disorders of function of stomach
959420	Aluminum carbonate	0	578	Gastrointestinal hemorrhage	44830170	Gastrointestinal hemorrhage
959420	Aluminum carbonate	0	578.9	Hemorrhage of gastrointestinal tract NOS	44819812	Hemorrhage of gastrointestinal tract, unspecified
959420	Aluminum carbonate	0	585.6	End stage renal disease	44827889	End stage renal disease
959420	Aluminum carbonate	0	585.9	Chronic kidney disease; unspecified	44836035	Chronic kidney disease, unspecified
959420	Aluminum carbonate	0	586	Renal failure unspecified	44829062	Renal failure, unspecified
959420	Aluminum carbonate	0	787.1	Heartburn	44821250	Heartburn
19087090	Amantadine	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
19087090	Amantadine	1	332	Parkinson's disease	44826540	Parkinson's disease
19087090	Amantadine	1	332.0	Paralysis agitans	44819574	Paralysis agitans
19087090	Amantadine	0	333.99	Other extrapyramidal diseases and abnormal movement disorders	44826542	Other extrapyramidal diseases and abnormal movement disorders
19087090	Amantadine	1	487	Influenza	44824284	Influenza
19087090	Amantadine	1	487.1	Influenza with other respiratory manifestations	44825471	Influenza with other respiratory manifestations
958527	belladonna extract, USP	0	569.9	Unspecified disorder of intestine	44829054	Unspecified disorder of intestine
958527	belladonna extract, USP	0	728.85	Spasm of muscle	44836213	Spasm of muscle
958527	belladonna extract, USP	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
958527	belladonna extract, USP	0	784.0	Headache	44836293	Headache
914335	Atropine	1	332.0	Paralysis agitans	44819574	Paralysis agitans
914335	Atropine	0	364.3	Iridocyclitis NOS	44823049	Unspecified iridocyclitis
914335	Atropine	1	367.51	Paresis of accommodation	44827728	Paresis of accommodation
914335	Atropine	1	379.42	Miosis (persistent); not due to miotics	44826619	Miosis (persistent), not due to miotics
914335	Atropine	1	379.43	Mydriasis (persistent); not due to mydriatics	44819671	Mydriasis (persistent), not due to mydriatics
914335	Atropine	0	426.6	Other heart block	44827791	Other heart block
914335	Atropine	1	426.9	Conduction disorder NOS	44825441	Conduction disorder, unspecified
914335	Atropine	0	427.5	Cardiac arrest	44825442	Cardiac arrest
914335	Atropine	1	427.89	Other specified cardiac dysrhythmias	44824249	Other specified cardiac dysrhythmias
914335	Atropine	0	493	Asthma	44821987	Asthma
914335	Atropine	0	493.9	Asthma; unspecified	44826679	Asthma, unspecified
914335	Atropine	0	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
914335	Atropine	1	527.7	Disturbance of salivary secretion	44824309	Disturbance of salivary secretion
914335	Atropine	0	531	Gastric ulcer	44824313	Gastric ulcer
914335	Atropine	0	531.90	Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction	44819780	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
914335	Atropine	1	533	Peptic ulcer; site unspecified	44825505	Peptic ulcer, site unspecified
914335	Atropine	1	533.90	Peptic ulcer of unspecified site; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction	44820935	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
914335	Atropine	0	564.1	Irritable bowel syndrome	44836022	Irritable bowel syndrome
914335	Atropine	1	707.9	Chronic ulcer of unspecified site	44828017	Chronic ulcer of unspecified site
914335	Atropine	1	728.85	Spasm of muscle	44836213	Spasm of muscle
914335	Atropine	1	780.8	Generalized hyperhidrosis	44820055	Generalized hyperhidrosis
914335	Atropine	1	780.96	Generalized pain	44828147	Generalized pain
914335	Atropine	1	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
914335	Atropine	1	787.03	Vomiting alone	44829300	Vomiting alone
914335	Atropine	1	787.7	Abnormal feces	44830446	Abnormal feces
914335	Atropine	1	787.91	Diarrhea	44824628	Diarrhea
914335	Atropine	1	789.00	Abdominal pain; unspecified site	44823455	Abdominal pain, unspecified site
914335	Atropine	1	789.7	Colic (ADDED)	44822310	Colic
914335	Atropine	0	95.09	EYE EXAMINATION NOS	NA	NA
914335	Atropine	0	977.9	Poisoning by unspecified drug or medicinal substance	44831777	Poisoning by unspecified drug or medicinal substance
791967	Lorazepam	0	291.81	Alcohol withdrawal	44829916	Alcohol withdrawal
791967	Lorazepam	0	295.20	Catatonic type schizophrenia; unspecified state	44826494	Catatonic type schizophrenia, unspecified
791967	Lorazepam	0	298.9	Unspecified psychosis	44832238	Unspecified psychosis
791967	Lorazepam	1	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
791967	Lorazepam	0	307.42	Persistent disorder of initiating or maintaining sleep	44835808	Persistent disorder of initiating or maintaining sleep
791967	Lorazepam	0	307.9	Other and unspecified special symptoms or syndromes; not elsewhere classified	44824136	Other and unspecified special symptoms or syndromes, not elsewhere classified
791967	Lorazepam	1	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
791967	Lorazepam	1	345.3	Grand mal status; epileptic	44826554	Grand mal status
791967	Lorazepam	0	345.50	Partial epilepsy without impairment of consciousness without intractable epilepsy	44823025	Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy
791967	Lorazepam	1	780.09	Other alteration of consciousness	44820052	Other alteration of consciousness
791967	Lorazepam	0	780.52	Insomnia; unspecified	44829292	Insomnia, unspecified
791967	Lorazepam	0	787.02	Nausea alone	44831591	Nausea alone
791967	Lorazepam	0	787.03	Vomiting alone	44829300	Vomiting alone
1789428	Amprenavir	0	042	Human immunodeficiency virus [HIV] disease	44829737	Human immunodeficiency virus [HIV] disease
19017805	Inamrinone	0	425.4	Other primary cardiomyopathies	44825438	Other primary cardiomyopathies
19017805	Inamrinone	1	428	Heart failure	44824250	Heart failure
19017805	Inamrinone	1	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
19017805	Inamrinone	1	428.9	Heart failure unspecified	44827796	Heart failure, unspecified
19017805	Inamrinone	0	785.51	Cardiogenic shock	44836295	Cardiogenic shock
19017805	Inamrinone	0	785.9	Other symptoms involving cardiovascular system	44820061	Other symptoms involving cardiovascular system
1116109	Belladonna Alkaloids	0	564.1	Irritable bowel syndrome	44836022	Irritable bowel syndrome
1116109	Belladonna Alkaloids	0	569.9	Unspecified disorder of intestine	44829054	Unspecified disorder of intestine
1116109	Belladonna Alkaloids	0	728.85	Spasm of muscle	44836213	Spasm of muscle
1116109	Belladonna Alkaloids	0	780.96	Generalized pain	44828147	Generalized pain
1116109	Belladonna Alkaloids	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
1116109	Belladonna Alkaloids	0	784.0	Headache	44836293	Headache
1309944	Amiodarone	1	427	Cardiac dysrhythmias	44834731	Cardiac dysrhythmias
1309944	Amiodarone	1	427.1	Paroxysmal ventricular tachycardia	44821956	Paroxysmal ventricular tachycardia
1309944	Amiodarone	1	427.41	Ventricular fibrillation	44837106	Ventricular fibrillation
1309944	Amiodarone	0	427.89	Other specified cardiac dysrhythmias	44824249	Other specified cardiac dysrhythmias
1309944	Amiodarone	1	427.9	Cardiac dysrhythmia NOS	44828981	Cardiac dysrhythmia, unspecified
792263	Loxapine	1	295	Schizophrenic disorders	44829918	Schizophrenic disorders
792263	Loxapine	1	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
792263	Loxapine	1	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
792263	Loxapine	0	298.9	Unspecified psychosis	44832238	Unspecified psychosis
1107830	Loratadine	1	379.99	Other ill-defined disorders of eye	44819674	Other ill-defined disorders of eye
1107830	Loratadine	1	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1107830	Loratadine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1107830	Loratadine	1	478.19	Other diseases of nasal cavity and sinuses	44821980	Other disease of nasal cavity and sinuses
1107830	Loratadine	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
1107830	Loratadine	1	708	Urticaria	44822178	Urticaria
1107830	Loratadine	1	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1107830	Loratadine	1	784.99	Other symptoms involving head and neck	44832716	Other symptoms involving head and neck
1107830	Loratadine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
1106776	tiotropium	1	491	Chronic bronchitis	44820888	Chronic bronchitis
1106776	tiotropium	1	491.9	Chronic bronchitis NOS	44830114	Unspecified chronic bronchitis
1106776	tiotropium	0	493	Asthma	44821987	Asthma
1106776	tiotropium	0	493.9	Asthma; unspecified	44826679	Asthma, unspecified
1106776	tiotropium	0	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
1106776	tiotropium	1	496	Chronic airway obstruction; not elsewhere classified	44829013	Chronic airway obstruction, not elsewhere classified
1106776	tiotropium	1	786.05	Shortness of breath	44824625	Shortness of breath
1106776	tiotropium	1	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
1106776	tiotropium	1	796.4	Other abnormal clinical findings	44825827	Other abnormal clinical findings
1111706	zafirlukast	1	493	Asthma	44821987	Asthma
1111706	zafirlukast	1	493.9	Asthma; unspecified	44826679	Asthma, unspecified
1111706	zafirlukast	1	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
19016749	remifentanil	0	780.96	Generalized pain	44828147	Generalized pain
1516766	repaglinide	1	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
947651	podophyllin	0	078.11	Condyloma acuminatum	44828697	Condyloma acuminatum
19057932	beractant	0	765.10	Other preterm infants; unspecified [weight]	44823428	Other preterm infants, unspecified [weight]
19057932	beractant	0	769	Respiratory distress syndrome in newborn	44821226	Respiratory distress syndrome in newborn
19044883	zopiclone	1	780.52	Insomnia; unspecified	44829292	Insomnia, unspecified
734354	pregabalin	1	053.19	Herpes zoster with other nervous system complications	44833236	Herpes zoster with other nervous system complications
734354	pregabalin	0	345.9	Epilepsy; unspecified	44829972	Epilepsy, unspecified
734354	pregabalin	0	345.90	Epilepsy; unspecified; without mention of intractable epilepsy	44835840	Epilepsy, unspecified, without mention of intractable epilepsy
734354	pregabalin	1	729.0	Rheumatism; unspecified and fibrositis	44821160	Rheumatism, unspecified and fibrositis
734354	pregabalin	1	729.1	Myalgia and myositis unspecified	44831524	Myalgia and myositis, unspecified
734354	pregabalin	1	729.2	Neuralgia; neuritis; and radiculitis; unspecified	44825717	Neuralgia, neuritis, and radiculitis, unspecified
734354	pregabalin	1	780.39	Other convulsions	44830440	Other convulsions
734354	pregabalin	1	780.96	Generalized pain	44828147	Generalized pain
1302398	Ticlopidine	1	288.0	Agranulocytosis	44833395	Neutropenia
1302398	Ticlopidine	1	288.00	Neutropenia NOS	44824103	Neutropenia, unspecified
1302398	Ticlopidine	1	434.91	Cerebral artery occlusion; unspecified; with cerebral infarction	44834737	Cerebral artery occlusion, unspecified with cerebral infarction
1302398	Ticlopidine	1	446.6	Thrombotic microangiopathy	44832397	Thrombotic microangiopathy
1302398	Ticlopidine	1	453.9	Embolism and thrombosis of unspecified site	44833591	Other venous embolism and thrombosis of unspecified site
1302398	Ticlopidine	0	459.9	Unspecified circulatory system disorder	44831270	Unspecified circulatory system disorder
19053610	propiomazine	0	307.42	Persistent disorder of initiating or maintaining sleep	44835808	Persistent disorder of initiating or maintaining sleep
1341149	temozolomide	1	172.9	Melanoma of skin; site unspecified	44828736	Melanoma of skin, site unspecified
1341149	temozolomide	1	191.9	Malignant neoplasm of brain; unspecified	44828743	Malignant neoplasm of brain, unspecified
1341149	temozolomide	1	239	Neoplasms of unspecified nature	44834543	Neoplasms of unspecified nature
1341149	temozolomide	0	239.6	Neoplasm of unspecified nature of brain	44827611	Neoplasm of unspecified nature of brain
19038440	basiliximab	0	279.5	Graft-versus-host disease	44829905	Graft-versus-host disease
19038440	basiliximab	0	279.50	Graft-versus-host disease; unspecified	44828814	Graft-versus-host disease, unspecified
1154077	rizatriptan	1	346	Migraine	44829973	Migraine
1154077	rizatriptan	1	346.9	Migraine; unspecified	44819592	Migraine, unspecified
1154077	rizatriptan	1	346.90	Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus	44825342	Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus
1154077	rizatriptan	1	784.0	Headache	44836293	Headache
19078126	Sodium polystyrene sulfonate	0	276.7	Hyperpotassemia	44831057	Hyperpotassemia
1343346	vinorelbine	1	162.9	Malignant neoplasm of bronchus and lung; unspecified	44827555	Malignant neoplasm of bronchus and lung, unspecified
1343346	vinorelbine	1	174.9	Malignant neoplasm of breast (female); unspecified	44824029	Malignant neoplasm of breast (female), unspecified
1343346	vinorelbine	0	201	Hodgkin's disease	44826420	Hodgkin's disease
1343346	vinorelbine	0	201.0	Hodgkin's paragranuloma	44827575	Hodgkin's paragranuloma
1343346	vinorelbine	0	201.1	Hodgkin's granuloma	44825221	Hodgkin's granuloma
1343346	vinorelbine	0	201.10	Hodgkin's granuloma; unspecified site; extranodal and solid organ sites	44835696	Hodgkin's granuloma, unspecified site, extranodal and solid organ sites
1343346	vinorelbine	0	201.2	Hodgkin's sarcoma	44819451	Hodgkin's sarcoma
1343346	vinorelbine	0	201.20	Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites	44819452	Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites
1343346	vinorelbine	0	201.9	Hodgkin's disease; unspecified type	44822899	Hodgkin's disease, unspecified type
1343346	vinorelbine	0	201.90	Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites	44836866	Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites
1343346	vinorelbine	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1343346	vinorelbine	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1789515	quinupristin	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1789515	quinupristin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
911735	rabeprazole	0	251.5	Abnormality of secretion of gastrin	44821788	Abnormality of secretion of gastrin
911735	rabeprazole	1	530.81	Esophageal reflux	44822019	Esophageal reflux
911735	rabeprazole	1	532	Duodenal ulcer	44833634	Duodenal ulcer
911735	rabeprazole	1	532.90	Duodenal ulcer; unspecified as acute or chronic; without hemorrhage or perforation; without mention of obstruction	44833637	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction
911735	rabeprazole	1	707.9	Chronic ulcer of unspecified site	44828017	Chronic ulcer of unspecified site
911735	rabeprazole	1	787.1	Heartburn	44821250	Heartburn
1717704	valacyclovir	1	053	Herpes zoster	44834432	Herpes zoster
1717704	valacyclovir	1	053.9	Herpes zoster without mention of complication	44830927	Herpes zoster without mention of complication
1717704	valacyclovir	1	054	Herpes simplex	44822822	Herpes simplex
1717704	valacyclovir	1	054.1	Genital herpes	44820553	Genital herpes
1717704	valacyclovir	1	054.10	Genital herpes NOS	44835616	Genital herpes, unspecified
1717704	valacyclovir	1	054.9	Herpes simplex without mention of complication	44823976	Herpes simplex without mention of complication
1717704	valacyclovir	1	709.9	Unspecified disorder of skin and subcutaneous tissue	44826854	Unspecified disorder of skin and subcutaneous tissue
1717704	valacyclovir	1	780.96	Generalized pain	44828147	Generalized pain
1140123	acrivastine	0	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1140123	acrivastine	0	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1140123	acrivastine	0	708	Urticaria	44822178	Urticaria
1140123	acrivastine	0	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1140123	acrivastine	0	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
1119119	adalimumab	0	279.49	Autoimmune disease; not elsewhere classified (ADDED)	44836939	Autoimmune disease, not elsewhere classified
1119119	adalimumab	0	555.9	Regional enteritis of unspecified site	44822028	Regional enteritis of unspecified site
1119119	adalimumab	1	696.0	Psoriatic arthropathy	44833792	Psoriatic arthropathy
1119119	adalimumab	1	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
1119119	adalimumab	1	714.0	Rheumatoid arthritis	44831487	Rheumatoid arthritis
1119119	adalimumab	1	714.30	Polyarticular juvenile rheumatoid arthritis; chronic or unspecified	44834973	Polyarticular juvenile rheumatoid arthritis, chronic or unspecified
1119119	adalimumab	1	720.0	Ankylosing spondylitis	44835004	Ankylosing spondylitis
981774	adapalene	1	706.1	Other acne	44836157	Other acne
904525	bimatoprost	1	365	Glaucoma	44826578	Glaucoma
904525	bimatoprost	1	365.04	Ocular hypertension	44837038	Ocular hypertension
904525	bimatoprost	1	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
904525	bimatoprost	1	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
904525	bimatoprost	1	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
904525	bimatoprost	1	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
904525	bimatoprost	1	704.09	Other alopecia	44830305	Other alopecia
19012543	valrubicin	0	188	Malignant neoplasm of bladder	44824034	Malignant neoplasm of bladder
19012543	valrubicin	0	188.9	Malignant neoplasm of bladder; part unspecified	44836840	Malignant neoplasm of bladder, part unspecified
19012543	valrubicin	1	234.9	Carcinoma in situ; site unspecified	44833358	Carcinoma in situ, site unspecified
19012543	valrubicin	0	239.4	Neoplasm of unspecified nature of bladder	44836905	Neoplasm of unspecified nature of bladder
1308842	valsartan	0	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
1308842	valsartan	0	250.4	Diabetes with renal manifestations	44824074	Diabetes with renal manifestations
1308842	valsartan	1	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
1308842	valsartan	1	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
1308842	valsartan	0	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
1308842	valsartan	1	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
754270	Protriptyline	0	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
1154332	Pseudoephedrine	1	460	Acute nasopharyngitis (common cold)	44823137	Acute nasopharyngitis [common cold]
1154332	Pseudoephedrine	1	461.9	Acute sinusitis NOS	44821974	Acute sinusitis, unspecified
1154332	Pseudoephedrine	1	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1154332	Pseudoephedrine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1154332	Pseudoephedrine	1	478.19	Other diseases of nasal cavity and sinuses	44821980	Other disease of nasal cavity and sinuses
1154332	Pseudoephedrine	0	493	Asthma	44821987	Asthma
1154332	Pseudoephedrine	0	493.9	Asthma; unspecified	44826679	Asthma, unspecified
1154332	Pseudoephedrine	0	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
1154332	Pseudoephedrine	1	780.60	Fever; unspecified	44824617	Fever, unspecified
1154332	Pseudoephedrine	0	780.96	Generalized pain	44828147	Generalized pain
1154332	Pseudoephedrine	0	780.99	Other general symptoms	44820056	Other general symptoms
1154332	Pseudoephedrine	0	782.3	Edema	44832710	Edema
1154332	Pseudoephedrine	0	786.2	Cough	44828154	Cough
1154332	Pseudoephedrine	0	799.89	Other ill-defined conditions	44837456	Other ill-defined conditions
1154332	Pseudoephedrine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
40224095	sipuleucel-T	0	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
759401	methsuximide	1	345.00	Generalized nonconvulsive epilepsy; without mention of intractable epilepsy	44833444	Generalized nonconvulsive epilepsy, without mention of intractable epilepsy
759401	methsuximide	1	780.39	Other convulsions	44830440	Other convulsions
1308368	Midodrine	1	458	Hypotension	44821971	Hypotension
1308368	Midodrine	1	458.0	Orthostatic hypotension	44819738	Orthostatic hypotension
1308368	Midodrine	1	458.9	Hypotension NOS	44833594	Hypotension, unspecified
1308368	Midodrine	0	788.3	Urinary incontinence	44823452	Urinary incontinence
1308368	Midodrine	0	788.30	Urinary incontinence NOS	44823453	Urinary incontinence, unspecified
1721543	Norfloxacin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
1721543	Norfloxacin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1721543	Norfloxacin	0	041.7	Pseudomonas infection in conditions classified elsewhere and of unspecified site	44827490	Pseudomonas infection in conditions classified elsewhere and of unspecified site
1721543	Norfloxacin	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1721543	Norfloxacin	1	098	Gonococcal infections	44836806	Gonococcal infections
1721543	Norfloxacin	1	098.89	Gonococcal infection of other specified sites	44832106	Gonococcal infection of other specified sites
1721543	Norfloxacin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1721543	Norfloxacin	0	372.03	Other mucopurulent conjunctivitis	44826594	Other mucopurulent conjunctivitis
1721543	Norfloxacin	0	372.30	Conjunctivitis NOS	44830033	Conjunctivitis, unspecified
1721543	Norfloxacin	1	595	Cystitis	44819816	Cystitis
1721543	Norfloxacin	1	595.9	Cystitis NOS	44824347	Cystitis, unspecified
1721543	Norfloxacin	1	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
1721543	Norfloxacin	1	601	Inflammatory diseases of prostate	44833672	Inflammatory diseases of prostate
1721543	Norfloxacin	1	601.9	Prostatitis NOS	44826740	Prostatitis, unspecified
980478	Inulin	0	593.9	Unspecified disorder of kidney and ureter	44824345	Unspecified disorder of kidney and ureter
915829	isopropyl unoprostone	1	365	Glaucoma	44826578	Glaucoma
915829	isopropyl unoprostone	1	365.04	Ocular hypertension	44837038	Ocular hypertension
915829	isopropyl unoprostone	0	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
915829	isopropyl unoprostone	0	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
915829	isopropyl unoprostone	0	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
915829	isopropyl unoprostone	1	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
989567	difenoxin	0	787.7	Abnormal feces	44830446	Abnormal feces
989567	difenoxin	0	787.91	Diarrhea	44824628	Diarrhea
19045317	digoxin antibodies Fab fragments	0	977.9	Poisoning by unspecified drug or medicinal substance	44831777	Poisoning by unspecified drug or medicinal substance
1319193	gefitinib	1	162.9	Malignant neoplasm of bronchus and lung; unspecified	44827555	Malignant neoplasm of bronchus and lung, unspecified
1319193	gefitinib	1	199.1	Other malignant neoplasm of unspecified site	44827567	Other malignant neoplasm without specification of site
1319193	gefitinib	1	239	Neoplasms of unspecified nature	44834543	Neoplasms of unspecified nature
1319193	gefitinib	0	239.1	Neoplasm of unspecified nature of respiratory system	44829871	Neoplasm of unspecified nature of respiratory system
710650	modafinil	1	298.8	Other and unspecified reactive psychosis	44836969	Other and unspecified reactive psychosis
710650	modafinil	1	314	Hyperkinetic syndrome of childhood	44825316	Hyperkinetic syndrome of childhood
710650	modafinil	1	314.01	Attention deficit disorder of childhood with hyperactivity	44822997	Attention deficit disorder with hyperactivity
710650	modafinil	1	314.9	Unspecified hyperkinetic syndrome of childhood	44827676	Unspecified hyperkinetic syndrome
710650	modafinil	1	327.23	Obstructive sleep apnea	44825323	Obstructive sleep apnea (adult)(pediatric)
710650	modafinil	1	347.0	Narcolepsy	44819593	Narcolepsy
710650	modafinil	1	347.00	Narcolepsy; without cataplexy	44819594	Narcolepsy, without cataplexy
710650	modafinil	1	695.1	Erythema multiforme	44832605	Erythema multiforme
710650	modafinil	1	695.10	Erythema multiforme; unspecified	44837312	Erythema multiforme, unspecified
710650	modafinil	1	780.09	Other alteration of consciousness	44820052	Other alteration of consciousness
710650	modafinil	1	780.50	Unspecified sleep disturbance	44821236	Sleep disturbance, unspecified
710650	modafinil	1	780.54	Hypersomnia; unspecified	44821237	Hypersomnia, unspecified
710650	modafinil	1	780.57	Unspecified sleep apnea	44828145	Unspecified sleep apnea
710650	modafinil	1	780.79	Other malaise and fatigue	44823445	Other malaise and fatigue
710650	modafinil	1	782.1	Rash and other nonspecific skin eruption	44820057	Rash and other nonspecific skin eruption
710650	modafinil	1	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
710650	modafinil	1	995.20	Unspecified adverse effect of unspecified drug; medicinal and biological substance	44823646	Unspecified adverse effect of unspecified drug, medicinal and biological substance
1345141	Mibefradil	0	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
1345141	Mibefradil	0	413	Angina pectoris	44835930	Angina pectoris
1345141	Mibefradil	0	413.9	Other and unspecified angina pectoris	44837100	Other and unspecified angina pectoris
1345141	Mibefradil	0	786.50	Unspecified chest pain	44825809	Chest pain, unspecified
1345141	Mibefradil	0	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
1716721	gemifloxacin	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1716721	gemifloxacin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1716721	gemifloxacin	0	481	Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]	44825467	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
1716721	gemifloxacin	0	482.3	Pneumonia due to Streptococcus	44821983	Pneumonia due to Streptococcus
1716721	gemifloxacin	0	482.30	Pneumonia due to Streptococcus; unspecified	44820886	Pneumonia due to Streptococcus, unspecified
1716721	gemifloxacin	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
