rxnorm_ingredient_concept_id	rxnorm_ingredient_concept_name	atc5_concept_name	atc3_concept_name	atc1_concept_name
46233723	Acacia catechu whole extract			
46233724	Pawpaw extract			
46233788	Camellia oleifera whole extract			
46233789	chitosan medium molecular weight (200-400 MPA.S)			
46233790	Ligusticum sinense susp. chuaxiong whole extract			
46233791	orthosilicic acid			
46233796	Salvia pratenis leaf extract			
46233797	Genista tinctoria extract			
46233853	oldaterol			
46233877	Peach juice			
46233898	Jasminum officinale leaf extract			
46233899	PEG-10 hydrogenated castor oil			
46233901	Actaea racemosa whole extract			
46233902	dipropylene glycol caprylate			
46233903	hydrogenated starch hydrolysate			
46233904	Jarcaranda caroba leaf extract			
46233905	Scutellaria galericulata leaf extract			
46233906	white tea extract			
46233907	poloxamer 234			
46233908	Magnolia biondii flower extract			
46233909	phenolsulfonate			
46233910	tuna preparation			
46233915	Omega-3 carboxylic acids			
46233926	Mercurialis annua flowering top extract			
46233927	Tussilago farfara whole extract			
46233928	Menyanthes trifoliata extract			
46233929	Glycyrrhiza echinata root extract			
46233930	silk sericin			
46233931	asunaprevir	Protease inhibitors	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
46233951	Raphanus sativus var. sativus seed			
46233952	isosteareth-20			
46233953	PEG-60 glyceryl stearate			
46234007	petroleum alkylate			
46234010	Hawthorn Flowering Top Extract			
46234015	hydroxypropyl cellulose (type EL)			
46234073	Corydalis alpigena whole extract			
46234074	TRIETHANOLAMINE COCOYL GLUTAMATE			
46234075	Aspalathus linearis whole extract			
46234076	Solanum lycopersicum fruiting top extract			
46234100	butanamide			
46234101	isobutyramide			
46234109	PPG-24-GLYCERETH-24			
46234135	eluxadoline			
46234143	CARBOXYMETHYLCELLULOSE SODIUM (0.7 CARBOXYMETHYL SUBSTITUTION PER SACCHARIDE; 400 MPA.S AT 1%)			
46234154	Jasminum grandiflorum flower extract			
46234206	caprylyl caprylate			
46234207	phenyl methicone (500 CST)			
46234213	Limonium gerberi whole extract			
46234214	octyl acrylate			
46234272	Garcinia mangostana fruit extract			
46234277	OXOTHIAZOLIDINE			
46234278	Rubus corchorifolius fruit extract			
46234279	.ALPHA.-(.ALPHA.-AMINOPROPYL)BENZYL ALCOHOL			
46234306	Diphtherial respiratory pseudomembrane preparation			
46234307	Burkholderia mallei			
46234308	Rabies virus			
46234314	thuringiensin			
46234318	equol, (+)			
46234327	.ALPHA.,.BETA.'-DIGLYCERIN			
46234328	2,6-DI-TERT-BUTYL-4-((METHYLTHIO)METHYL)PHENOL			
46234329	2,6-DI-TERT-BUTYL-4-METHOXYPHENOL			
46234330	Bombyx mori larva preparation			
46234331	Butea monosperma flower extract			
46234332	clospirazine			
46234333	Convallaria majalis flower top extract			
46234334	tetraethylammonium hydroxide			
46234335	sudan red			
46234336	Melissa officinalis flowering top extract			
46234337	Linaria vulgaris extract			
46234338	diethyl (6-chloro-2-carbazoyl)methylmalonate			
46234339	Grevillea speciosa flower extract			
46234340	Jerusalem artichoke extract			
46234341	Lamprocapnos spectabilis flower extract			
46234366	PEG-10 STEARATE			
46234367	stearoyl glutamic acid			
46234378	Angelica polymorpha root extract			
46234391	Musa X paradisiaca flower extract			
46234392	Taraxacum officinale flower extract			
46234393	Adiantum capillus-veneris leaf extract			
46234394	ETHYL 2,2-DIMETHYLHYDROCINNAMAL			
46234396	Tamarind extract			
46234397	ACRYLIC ACID/ISOPHORONE DIISOCYANATE/PEG-27 COPOLYMER			
46234398	Chenopodium quinoa flowering top extract			
46234399	zucchini extract			
46234400	TRIS(PPG-3 BENZYL ETHER)			
46234401	POLYGLYCERYL-2 TRIISOSTEARATE			
46234402	SOY SPHINGOLIPIDS			
46234407	Ajuga reptans whole extract			
46234408	Hieracium pilosella whole extract			
46234409	Saxifraga granulata whole extract			
46234430	Eupatorium perfoliatum whole extract			
46234431	Polygala senega whole extract			
46234432	ETHYLCELLULOSE (45 MPA.S)			
46234437	ivabradine	Other cardiac preparations	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
46234449	C.I. ACID BLUE 324			
46234455	propyl acetate			
46234460	4-hydroxybenzoic acid			
46234461	benzyl cinnamate			
46221282	Hibiscus syriacus bark extract			
46221283	glycereth-20			
46221284	isavuconazonium			
46221343	Erythroxylum catuaba bark extract			
46221344	Gambir leaf extract			
46221747	Leontopodium nivale subsp. alpinum root extract			
46221761	Vitamin B9			
46221292	Ledum palustre whole extract			
46221182	CITRUS AURANTIIFOLIA FRUIT OIL			
46221183	isoamyl cocoate			
46221184	sericin 1			
46221185	DIMETHICONE CROSSPOLYMER (450000 MPA.S AT 12% IN CYCLOPENTASILOXANE)			
46221186	Indigofera tinctoria leaf extract			
46221187	Prunus apetala whole extract			
46221188	glyceryl 1-undecylenate			
46221189	Acacia decurrens flower wax			
46221190	butylene glycol behenate			
46221191	ethyl trisiloxane			
46221192	trimethyl-1,3-pentanediol			
46221225	POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE (4000 MPA.S)			
46221226	STEARAMIDE			
46221227	pegoterate			
46221228	13-cis-12-(3'-carboxyphenyl)retinoic acid			
46221255	ferric pyrophosphate			
46221265	hexamethylene diisocyanate-trimethylol hexyllactone crosspolymer			
46221293	manganese PCA			
46221319	ASCORBYL DIPALMITATE			
46221320	Portulaca oreracea seed extract			
46221321	ethyl cyanoacrylate			
46221326	Bordetella pertussis			
46221333	Ehrlichia canis			
46221338	BIS-PEG-PPG-14-14 dimethicone			
46221339	C11-12 isoparaffin			
46221342	Bassia scoparia fruit extract			
46221355	camphor, (-)-			
46221356	Lophophora williamsii flower extract			
46221362	2-bromo-2-nitroethanol			
46221363	2-methyl-2-propylpropane-1,3-diol			
46221364	diisostearyl dimer dilinoleate			
46221365	dodecylamine			
46221366	PEG-3 oleate			
46221367	PEG-90 diisostearate			
46221368	N,N-dimethyl-2-octadecanamine			
46221369	Natal orange extract			
46221370	catalase (Micrococcus luteus)			
46221516	Corylus americanan nut oil			
46221517	Dictamnus dasycarpus root bark extract			
46221518	melamine			
46221519	laurocapram			
46221520	Cistanche deserticola stem extract			
46221521	butyl maleurate			
46221471	artemisia pallens whole extract			
46221472	ethyl acetoacetate			
46221473	isobutyl acetate			
46221474	jasminum sambac whole extract			
46221475	opopanax chironium whole extract			
46221522	butyloctyl oleate			
46221523	sodium lauraminopropionate			
46221524	dodecyl propionate			
46221525	isobornyl acrylate			
46221526	N-caproylsphingosine			
46221501	3,3'-diindolylmethane			
46221502	glabridin			
46221503	PEG-60 LANOLIN			
46221504	SCOTCH SPEARMINT OIL			
46221505	ceramide eos			
46221507	avibactam			
46221576	Coccinella septempunctata preparation			
46221577	Astragalus exscapus whole flowering-fruiting extract			
46221578	magnesium chlorate			
46221581	insulin, isophane			
46221619	STEARETH-4			
46221620	Sarracenia purpurea extract			
46221699	dinutuximab	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
46221656	isostearyl linoleate			
46221657	adipic acid-diglycol crosspolymer (20000 MPA.S)			
46221662	Human Colostrum			
46221681	Oryctolagus cuniculus liver preparation			
46221682	cholesteryl chloride			
46221691	Angelica dahurica leaf extract			
46221692	Lepidium sativum leaf extract			
46221693	Stemona tuberosa root extract			
46221694	Panax notoginseng whole extract			
46221695	dimethicone/bis-isobutyl PPG-20 crosspolymer			
46221696	daclatasvir	Other antivirals	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
46221697	Dioscorea oppositifolia whole extract			
46221698	Kaempferia galanga whole extract			
46221714	Angelica seed extract			
46221715	Musa X paradisiaca whole extract			
46221716	Eutrema japonicum whole extract			
46221717	Grindelia squarrosa whole extract			
46221728	Orcytolagus cuniculus hypothalamus preparation			
46221729	Oryctolagus cuniculus lung preparation			
46221730	muscone			
46221731	orange oil, distilled			
46221732	Oryctolagus cuniculus thyroid preparation			
46221733	Foeniculum vulgare leaf extract			
46221734	diphenyl dimethicone (400 CST)			
46221735	bay leaf extract			
46221742	2-(BIS(2-METHYLPROPYL)PHENOXY)-ETHANOL			
46221744	Oryctolagus cuniculus spinal cord preparation			
46221745	butyl carbamate			
46221746	polyethylene glycol 9000			
46221433	lenvatinib	Protein kinase inhibitors	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
46221434	barium oxalate			
46221435	panobinostat	Other antineoplastic agents	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
46221424	hydroxyethyl laurdimonium			
46288858	METAMIZOLE SODIUM - metamizole sodium powder			
46288258	TRILOSTANE - trilostane powder			
46289541	ERTAPENEM SODIUM - ertapenem sodium powder			
46288355	CHLORAMPHENICOL - chloramphenicol powder			
46288358	PERGOLIDE MESYLATE - pergolide mesylate powder			
46287668	Pilocarpus microphyllus leaf extract			
46287696	.alpha.-isomethionyl acetate, (2R)-(+)			
46287700	ISOSTEARYL ISOBUTYRATE			
46287702	Osmanthus fragrans flower extract			
46290220	ISOXSUPRINE HYDROCHLORIDE - isoxsuprine hydrochloride powder			
46290224	X - doxycycline powder			
46290899	X - tripelennamine hydrochloride powder			
46289079	X - enrofloxacin powder			
46287711	2'-hydroxyacetophenone			
46287712	TRIPEPTIDE-10 CITRULLINE			
46287280	polyisobutylene (400000 MW)			
46287281	Shorea stepnoptera seed butter extract			
46287282	Tropaeolum majus flowering top extract			
46287295	bis-isobutylene PPG-20			
46290963	X - hyaluronic acid sodium powder			
46290310	APREPITANT - aprepitant powder			
46289783	TRAMADOL HYDROCHLORIDE EXTENDED RELEASE - tramadol hydrochloride capsule, extended release			
46287850	CYCLOSPORINE - cyclosporine powder			
46287388	silver phosphate			
46290523	TRILOSTANE - trilostane powder			
46288551	LUFENURON - lufenuron powder			
46288576	X - detomidine hcl powder			
46289270	FLUNIXIN MEGLUMINE - flunixin meglumine powder			
46288601	CARPROFEN - carprofen powder			
46290656	CEFTIOFUR - ceftiofur powder			
46290666	AMIKACIN SULFATE - amikacin sulfate powder			
46287645	arsenic trisulfide			
46287646	lauramidopropyl hydroxysultaine			
46287647	Menyanthes trifoliata leaf extract			
46287648	rebaudioside A			
46287649	Betula pendula wood extract			
46287389	uridine triacetate			
46287397	diflubenzuron			
46287398	methyl hydroxyurea			
46287425	stichopus sea cucumber			
46287434	rolapitant			
46287445	flibanserin	Other gynecologicals	OTHER GYNECOLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
46287465	2-amino-5-nitrothiazole			
46287466	evolocumab	Other lipid modifying agents	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
46287504	Iris tenax extract			
46287505	magnesium peroxide	Osmotically acting laxatives	DRUGS FOR CONSTIPATION	ALIMENTARY TRACT AND METABOLISM
46287456	ethyl sulfate			
46287506	thaumatin			
46288655	ZONISAMIDE - zonisamide powder			
46288681	CALMER/SEIZURES - absinthium, artemisia vulgaris, cuprum metallicum liquid			
46288673	PROGESTERONA - progestrone capsule			
46288715	X - chlorambucil powder			
46289379	PARECOXIB SODIUM - parecoxib sodium injection, powder, for solution			
46290751	X - adenosine 5-monophosphate powder			
46275996	influenza A virus (H3N2) antigen			
46275999	influenza B virus antigen			
46276010	Japanese pagoda tree flower bud extract			
46275921	star anise whole extract			
46275063	jewel weed whole extract			
46275964	Isostearyl lactate			
46275968	Malondialdehyde			
46276025	Kappaphycus alvarezii extract			
46276026	horseradish tree whole extract			
46276028	ABT-925			
46276034	SODIUM METAVANADATE TETRAHYDRATE			
46275993	influenza A virus (H1N1) antigen			
46276159	tetrahydropiperine			
46276160	lemon myrtle leaf oil			
46276161	milk thistle leaf extract			
46276162	common chickweed leaf extract			
46276163	mountain pepper fruit extract			
46275300	brexpiprazole	Other antipsychotics	PSYCHOLEPTICS	NERVOUS SYSTEM
46274210	ceftaroline fosamil	Other cephalosporins and penems	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
46275329	Solidago virgaurea whole extract			
46275330	Hydrangea arborescens whole extract			
46275331	Arctostaphylos uva-ursi whole extract			
46275332	Bos taurus urinary bladder preparation			
46275333	GLYCERYL MONOUNDECYLENATE			
46275334	Scutellaria baicalensis whole extract			
46275335	4,4-DIMETHYLOXAZOLIDINE			
46275337	GUANYLCYSTAMINE			
46274321	Influenza A virus vaccine, A-Christchurch-16-2010 NIB-74XP (H1N1), Inactivated			
46274322	Influenza A virus vaccine, A-Christchurch-16-2010 NIB-74 (H1N1), Inactivated			
46276228	Felis catus milk prepration			
46276229	Human milk preparation			
46276232	avilamycin			
46276247	ledikite			
46276249	Elymus repens whole extract			
46276250	Gliotoxin			
46276251	Lomatium dissectum whole extract			
46275357	Oryctolagus cuniculus bone preparation			
46275358	rubidium nitrite			
46275359	SIMETONE			
46276252	Phytolacca americana whole extract			
46276256	Spatholobus suberectus stem extract			
46275406	hydrogenated olive oil			
46275447	alirocumab			
46276351	Secale cereale whole extract			
46276352	Strychnos ignatii whole extract			
46276353	Veratrum album whole extract			
46274493	Influenza A virus vaccine, A-California-7-2009 X-181 (H1N1), Inactivated			
46276344	Citrullus colocynthis whole extract			
46276345	Jatropha curcas whole extract			
46276350	Rhus spp whole extract			
46276396	wild oat whole extract			
46276397	black mustard whole extract			
46276361	Sargassum muticum extract			
46276373	Citrus sinensis flower wax			
46276375	BIS-PEG-12 dimethicone (500 MPA.S)			
46276379	sodium lauroyl hydroxypropyl sulfonate			
46276398	gentian, stemless, whole extract			
46274458	sodium succcinate anhydrous			
46275491	sonidegib	Other antineoplastic agents	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
46275493	ALUMINIUM TRIGLYCINATE			
46275494	arnatto leaf extract			
46275498	broccoli seed oil			
46275499	C12-15 PARETH-10			
46275500	DIAMINOHYDROXYPROPANETETRAACETIC ACID			
46275501	chaya leaf extract			
46274499	Influenza A virus vaccine, A-Victoria-361-2011 IVR-165 (H3N2), Inactivated			
46274500	Influenza B virus vaccine, B-Hubei-Wujiagang-158-2009 BX-39, Inactivated			
46274501	Influenza A virus vaccine, A-California-7-2009 X-179A (H1N1), Inactivated			
46276417	white poplar whole extract			
46276420	winged elm whole extract			
46276432	Larix decidua whole extract			
46275550	ceramide NS dilaurate			
46275551	triarachidin			
46275552	trilinolein			
46275553	trilinolenin			
46275554	Chiococca alba root extract			
46275555	Oxydendrum arboreum leaf extract			
46275556	Amaranthus caudatus whole extract			
46275557	cetearyl palmitate			
46275558	diisodecyl adipate			
46275559	glyceryl monobehenate			
46275560	Astrocaryum aculeatum seed oil			
46275561	POLYQUATERNIUM-32 (30000 MPA.S AT 2%)			
46275580	lumacaftor			
46275611	2-(2-(2-(2-PHENOXYETHOXY)ETHOXY)ETHOXY)ETHANOL			
46274672	Influenza A virus vaccine, A-Brisbane-10-2010 (H1N1), Inactivated			
46275665	Broussonetia kazinoki root extract			
46275666	Caulerpa lentillifera extract			
46275667	Cladanthus mixtus whole extract			
46275668	Gypsophila paniculata root extract			
46275669	Lophophytum leandrii extract			
46275670	Malva sylvestris seed extract			
46274763	fluticosone furoate			
46274775	INFLUENZA A VIRUS A/TEXAS/50/2012 X-223 (H3N2) ANTIGEN (PROPIOLACTONE INACTIVATED)			
46276450	ETHYLENE DISTEARAMIDE			
46275662	Agaricus subrufescens extract			
46275663	Aristotelia chilensis fruit extract			
46275664	Benincasa hispida seed extract			
46275671	Passiflora edulis fruit extract			
46275672	potassium cocoyl glycinate			
46275673	Rubus coreanus fruit extract			
46275674	Sapindus trifoliatus fruit extract			
46275675	star fruit extract			
46275677	cangrelor	Platelet aggregation inhibitors excl. heparin	ANTITHROMBOTIC AGENTS	BLOOD AND BLOOD FORMING ORGANS
46275701	Artemisia annua leaf extract			
46275702	DIMETHICONOL (70 CST)			
46275703	ferric acetate, basic			
46275714	Helichrysum arenarium flower extract			
46275719	sacubitril	Angiotensin II antagonists, other combinations	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	CARDIOVASCULAR SYSTEM
46274891	Influenza A virus vaccine, A-Beijing-32-92(H3N2), Inactivated			
46274899	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus, recombinant			
46274903	Influenza A virus vaccine, A-Texas-50-2012 (H3N2), recombinant			
46274905	Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus, recombinant			
46275779	gamma-nonalactone			
46275780	dihydromyrcenol			
46275781	gardenian blue			
46275782	tetramethyl acetyloctahydronaphthalenes			
46275785	tricyclodecenyl proprionate			
46275822	Spelt seed extract			
46275873	silver cyanide			
46275880	Bothrops atrox venom			
46275069	Actaea dahurica root extract			
46275070	Bos taurus mesencephalon preparation			
46275071	Dopa, DL			
46275072	Human ligament preparation			
46275073	Human skin proteins, partially hydrolyzed			
46275074	Lilium longiflorum bulb extract			
46275075	Panthenyl ethyl ether acetate			
46276113	propylene glycol caprylate			
46276134	CROSPOVIDONE (19 MPA.S AT 5%)			
46276135	3-dimethylaminopropylamine			
46276136	1,2-naphthoquinone			
46276138	oxaloacetate			
46276144	horse chestnut whole extract			
46303412	X - theophylline powder			
46304065	XYLAXINE - xylazine powder			
46303450	X - toltrazuril powder			
46302269	X - hyaluronic acid sodium powder			
46304733	ACEPROMAZINE MALEATE - acepromazine maleate powder			
46302918	MEPHENTERMINE - mephentermine powder			
46304216	AX PHARMACEUTICAL - acth 1-24 powder			
46304234	X - phenylbutazone powder			
46303047	AX PHARMACEUTICAL - tadalafil powder			
46306174	X - cyclophosphamide powder			
46305620	CYCLOSPORIN A - cyclosporin a powder			
46304960	PONAZURIL - ponazuril powder			
46306888	X - cisapride monohydrate powder			
46306254	X - chloramphenicol palmitate powder			
46306943	EDEMA HEART - cactus grandiflorus, apis mellifica, arsenicum album liquid			
46306325	PRAZIQUANTEL - praziquantel powder			
46307555	GUANABENZ ACETATE - guanabenz acetate powder			
46305758	PIMOBENDAN - pimobendan powder			
46304488	X - doxycycline hyclate powder			
46308307	TYLOSIN TARTRATE - tylosin tartrate powder			
46307697	X - ponazuril powder			
46310240	TRICAINE MESYLATE - tricaine methanesulfonate powder			
46309719	X - sulfanilamide powder			
46309111	AMOXICILLIN CLAVULANATE POTASSIUM - amoxicillin clavulanate potassium powder			
46307831	X - oseltamivir phosphate powder			
46310993	CYANOCOBALAMIN - cyanocobalamin powder			
46311008	X - carbazochrome powder			
46311025	X - leflunomide powder			
46309792	MEBENDAZOLE - mebendazole powder			
46309176	AMITRAZ - amitraz powder			
46307906	LEVAMISOLE HYDROCHLORIDE - levamisole hcl powder			
46311012	FLUNIXIN MEGLUMINE - flunixin meglumine powder			
46311681	X - chloramphenicol palmitate powder			
46311711	AX - sildenafil citrate powder			
46309262	RACTOPAMINE HYDROCHLORIDE - ractopamine hydrochloride powder			
46309922	ENROFLOXACIN - enrofloxacin powder			
46310587	DANTROLENE SODIUM - dantrolene sodium powder			
46309940	X - n-acetyl-d-glucosamine powder			
46302622	PROGESTRONA - progestrone capsule			
46310595	DESLORELIN ACETATE - deslorelin acetate powder			
46303344	AX PHARMACEUTICAL - histrelin acetate powder			
46302117	AMINOPENTAMIDE SULFATE - aminopentamide sulfate powder			
46310718	SILVER SULFADIAZINE - silver sulfadiazine powder			
46303335	TULATHROMYCIN - tulathromycin powder			
46303985	CARBIDOPA - carbidopa powder			
46302742	X - marbofloxacin powder			
46309449	CISAPRIDE MONOHYDRATE - cisapride monohydrate powder			
46317828	CLENBUTEROL HYDROCHLORIDE - clenbuterol hcl powder			
46317835	X - estriol powder			
46315212	DEFLAZACORT - deflazacort powder			
46314584	X - trilostane powder			
46313279	CISAPRIDE - cisapride powder			
46310146	X - kanamycin a sulfate powder			
46316575	DIMETRIDAZOLE - dimetridazole powder			
46313350	X - sermorelin acetate powder			
46312097	X - cyclosporine a powder			
46310202	PYRANTEL PAMOATE - pyrantel pamoate powder			
46316594	MITOTANE - mitotane powder			
46316595	X - guanabenz acetate powder			
46313384	RACTOPAMINE HYDROCHLORIDE - ractopamine hydrochloride powder			
46310856	DORAMECTIN - doramectin powder			
46319897	FENBENDAZOLE - fenbendazole powder			
46317255	ALLERGY - aconitum napellus, apis mellifica, carbo vegetabilis liquid			
46311535	PYRANTEL PAMOATE - pyrantel pamoate powder			
46311538	PONAZURIL - ponazuril powder			
46320606	XYLAZINE HYDROCHLORIDE - xylazine hcl powder			
46317976	PROCARBAZINE HYDROCHLORIDE - procarbazine hcl powder			
46302457	X - detomidine hcl powder			
46320644	X - tolazoline hcl powder			
46320685	CARPROFEN - carprofen powder			
46319361	PROGESTERONE - progesterone capsule			
46317397	DECOQUINATE - decoquinate powder			
46321362	CEFTIOFUR FREE ACID - ceftiofur free acid powder			
46320054	ALTRENOGEST - altrenogest powder			
46318733	X - butaphosphan powder			
46318130	FENBENDAZOLE - fenbendazole powder			
46316180	X - hyaluronic acid sodium powder			
46303284	ACEPROMAZINE MALEATE - acepromazine maleate powder			
46303953	TULATHROMYCIN A - tulathromycin a powder			
46318213	XYLAZINE HYDROCHLORIDE - xylazine hydrochloride powder			
46313701	LEVAMISOLE PHOSPHATE - levamisole phosphate powder			
46322150	DETOMIDINE HYDROCHLORIDE - detomidine hydrochloride powder			
46322151	X - atipamezole hcl powder			
46321517	PONAZURIL - ponazuril powder			
46319579	X - toltrazuril powder			
46306603	PIMOBENDAN - pimobendan powder			
46322172	TYLOSIN TARTRATE - tylosin tartrate powder			
46322187	FLUNIXIN MEGLUMINE - flunixin meglumine powder			
46305339	X - marbofloxacin powder			
46315069	PHENYLBUTAZONE - phenylbutazone powder			
46314407	HEPARIN - heparin sodium powder			
46322220	MOXIDECTIN - moxidectin powder			
46322249	AX PHARMACEUTICAL - pralmorelin dihydrochloride powder			
46306681	MEDETOMIDINE HYDROCHLORIDE - medetomidine hydrochloride powder			
46306692	OXYTETRACYCLINE - oxytetracycline powder			
46315759	DOXYCYCLINE HYCLATE - doxycycline hyclate powder			
46315775	PHENYLBUTAZONE - phenylbutazone powder			
46308703	X - hydrocortisone sodium succinate powder			
46316419	LEVOTHYROXINE SODIUM - levothyroxine sodium tablet			
46314497	XYLAZINE HYDROCHLORIDE - xylazine hydrochloride powder			
46314506	BENAZEPRIL HYDROCHLORIDE - benazepril hydrochloride powder			
46321672	RONIDAZOLE - ronidazole powder			
46309426	NITENPYRAM - nitenpyram powder			
46313864	X - procarbazine hcl powder			
46295141	AX PHARMACEUTICAL - gonadotrophin, chorionic powder			
46294530	AX PHARMACEUTICAL - deslorelin acetate powder			
46291200	FENBENDAZOLE - fenbendazole powder			
46291208	X - decoquinate powder			
46297198	PERGOLIDE MESYLATE - pergolide mesylate powder			
46295807	PENTOSAN - pentosan powder			
46295174	ACEPROMAZINE MALEATE - acepromazine maleate powder			
46296523	ASUNAPREVIR - asunaprevir capsule			
46295223	LEFLUNOMIDE - leflunomide powder			
46299805	DIVALPROEX SODIUM - valproate semisodium capsule			
46300473	GABAPENTIN - gabapentin powder			
46314186	TRIFLURIDINE - trifluridine powder			
46301165	PRIMAXIN IV - imipenem injection, powder, for solution			
46301177	CEFTIOFUR SODIUM - ceftiofur sodium powder			
46297995	X - altrenogest powder			
46298004	AX PHARMACEUTICAL - pralmorelin dihydrochloride powder			
46314855	MARBOFLOXACIN - marbofloxacin powder			
46314271	PIMOBENDAN - pimobendan powder			
46300552	X - ceftiofur powder			
46299914	SULFADIMETHOXINE - sulfadimethoxine powder			
46298653	X - toltrazuril powder			
46315559	ENROFLOXACIN HCL - enrofloxacin hcl powder			
46314957	XYLAZINE HYDROCHLORIDE - xylazine hydrochloride powder			
46299350	CHEW-HESIVE - chew-hesive paste			
46318277	TIROFIBAN HYDROCHLORIDE - tirofiban hydrochloride injection			
46316991	X - flunixin meglumine powder			
46291674	TOCERANIB - toceranib powder			
46300753	CANCIDAS - caspofungin acetate injection, powder, lyophilized, for solution			
46300772	TRICHLORMETHIAZIDE - trichlormethiazide powder			
46299460	AX PHARMACEUTICAL - estradiol powder			
46298132	X - guanabenz acetate powder			
46317731	CISAPRIDE MONOHYDRATE - cisapride monohydrate powder			
46298153	X - procarbazine hydrochloride powder			
46298801	X - voriconazole powder			
46295002	X - milbemycin oxime powder			
46293053	ALTRENOGEST - altrenoges powder			
46291752	X - enrofloxacin powder			
46297516	X - avanafil powder			
46319715	ENROFLOXACIN - enrofloxacin powder			
46319034	TOLTRAZURIL - toltrazuril powder			
46295688	MEDETOMIDINE HYDROCHLORIDE - medetomidine hcl powder			
46293147	X - decoquinate powder			
46292517	X - diclazuril powder			
46320475	METAFLUMIZONE - metaflumizone powder			
46294425	FENBENDAZOLE - fenbendazole powder			
46293213	X - tulathromycin a powder			
46298950	CEFTIOFUR FREE ACID - ceftiofur free acid powder			
46298956	AMOXICILLIN TRIHYDRATE - amoxicillin trihydrate powder			
46299612	CLENBUTEROL HCL - clenbuterol powder			
46298401	TYLOSIN TARTRATE - tylosin tartrate powder			
46299678	X - trichlormethiazide powder			
46291321	ALTRENOGEST - altrenogest powder			
46301707	X - flunixin meglumine powder			
46301064	PRIMAXIN IV - cilastatin sodium injection, powder, for solution			
46291378	TRIPELENNAMINE HYDROCHLORIDE - tripelennamine hcl powder			
46292702	ENILCONAZOLE - enilconazole powder			
46301835	PHENYLBUTAZONE - phenylbutazone powder			
46292202	CHLORAMPHENICOL - chloramphenicol powder			
46294712	PIMOBENDAN EP5 - pimobendan ep5 powder			
46294166	TRILOSTANE - trilostane powder			
46295511	CLORSULON - clorsulon powder			
46295570	FLUNIXIN MEGLUMINE - flunixin meglumine powder			
46297631	YOHIMBINE HYDROCHLORIDE - yohimbine hydrochloride powder			
46296266	FENBENDAZOLE - fenbendazole powder			
46296309	X - albendazole powder			
46297605	OMEPRAZOLE - omeprazole powder			
46297660	AX - trilostane powder			
46297031	X - atp disodium salt powder			
46297040	X - pregabalin powder			
35604901	Brivaracetam	Other antiepileptics	ANTIEPILEPTICS	NERVOUS SYSTEM
35602877	polyurethane-34 (40 MPA)			
42629530	octadecane			
42629577	Caesalpinia sappan bark extract			
42629578	Cuscuta australis seed extract			
42629579	Laburnum anagyroides flowering top extract			
35602717	insulin degludec	Insulins and analogues for injection, long-acting	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
35602727	cedrol			
35602757	tipiracil			
35603775	lactic acid lactate, DL-			
35603786	INDIUM IN-111 PENTETREOTIDE	Indium (111In) compounds	DIAGNOSTIC RADIOPHARMACEUTICALS	VARIOUS
35603787	ferrous sulfide			
35602783	factor IX complex			
35603829	mintlactone			
35604866	Camellia japonica flower oil			
35604867	Lepidium sativum whole extract			
35604868	Paeonia suffruticosa flower oil			
35604869	Rosa canina whole extract			
35604870	Tulipa kaufmanniana bulb extract			
35604871	UNDECYLCRYLENE DIMETHICONE (10000 MW)			
35604872	fragarin			
35604873	DIHYDROXYETHYL STEARAMINE OXIDE			
35604874	Abelmoschus manihot flower extract			
35604875	1,3-BUTYLENE GLYCOL 1-PROPIONATE			
35604876	1,4-diphenyl-1,3-butadiene			
35602808	ceric oxide			
35602815	Alstonia scholaris bark extract			
35603842	2-ISOBUTYL-4-METHYLTETRAHYDROPYRAN-4-OL			
35603843	Myricaria paniculata stem extract			
35603844	Oxytropis chiliophylla whole extract			
35603845	Phlomoides rotata whole extract			
35602825	aripiprazole lauroxil			
35602848	Caolotropis gigantea root extract			
35602849	Epimedium sagittatum top extract			
35602850	Croton eluteria bark extract			
35602851	Selenicereus grandiflorus whole extract			
35602852	Ginkgo biloba seed extract			
35602860	2-HEXENAL PROPYLENE GLYCOL ACETAL, (1E)-			
35602864	Cephalanthus occidentalis bark extract			
35602886	Lactobacillus plantarum			
